City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
205,Malanville,BJ,11.8685,3.3899,82.62,63,36,11.5,scattered clouds
206,Noumea,NC,-22.2763,166.4572,78.78,99,74,6.85,broken clouds
207,Cherskiy,RU,68.75,161.3,62.31,36,15,13.91,few clouds
208,Juarez,MX,31.7333,-106.4833,98.91,24,20,15.99,few clouds
209,San Luis,AR,-33.295,-66.3356,41.68,39,100,12.75,moderate rain
210,Catumbela,AO,-12.4314,13.5472,70.43,77,3,2.21,clear sky
211,East London,ZA,-33.0153,27.9116,64.83,70,77,8.34,broken clouds
212,Syracuse,IT,37.0881,15.2792,67.89,57,0,4.25,clear sky
213,Sarkand,KZ,45.41,79.9186,60.51,44,0,5.01,clear sky
214,Bama,NG,11.5221,13.6856,80.6,58,99,14.45,overcast clouds
215,Shimoda,JP,34.6667,138.95,73.51,85,100,6.2,light rain
216,Port Hardy,CA,50.6996,-127.4199,55.58,88,90,5.75,light rain
217,Nhulunbuy,AU,-12.2333,136.7667,84.81,65,0,9.22,clear sky
218,Kodiak,US,57.79,-152.4072,54.91,67,1,11.5,clear sky
219,Belaya Gora,RU,68.5333,146.4167,47.35,43,69,15.77,broken clouds
220,Porto Novo,BJ,6.4965,2.6036,84.02,83,72,8.14,broken clouds
221,Acari,PE,-15.4311,-74.6158,67.1,79,50,3.33,scattered clouds
222,Wollongong,AU,-34.4333,150.8833,57.92,57,0,3.09,clear sky
223,Margate,GB,51.3813,1.3862,61.03,80,51,1.01,broken clouds
224,Longyearbyen,SJ,78.2186,15.6401,37.24,65,75,4.61,broken clouds
225,Bosaso,SO,11.2842,49.1816,92.44,39,92,13.65,overcast clouds
226,Kenai,US,60.5544,-151.2583,67.03,61,1,11.5,clear sky
227,Muros,ES,42.7762,-9.0603,72.1,91,47,4.27,scattered clouds
228,Pumiao,CN,22.75,108.4833,79.2,84,100,8.37,overcast clouds
229,Klaksvik,FO,62.2266,-6.589,49.12,98,100,21.3,overcast clouds
230,Qui Nhon,VN,13.7667,109.2333,84.88,67,80,11.01,broken clouds
231,Lesnoy,RU,57.6198,63.0784,59.92,81,14,4.38,few clouds
232,Saryg-Sep,RU,51.5,95.6,45.97,70,86,3.56,overcast clouds
233,Nosy Varika,MG,-20.5833,48.5333,65.01,92,28,10.6,light rain
234,Padang,ID,-0.9492,100.3543,73.45,87,86,4.21,light rain
235,Luanda,AO,-8.8368,13.2343,72.36,92,27,7.52,scattered clouds
236,Shelburne,CA,44.0787,-80.2041,64.29,48,28,13.85,scattered clouds
237,Starokostyantyniv,UA,49.7576,27.2034,56.59,95,1,8.28,clear sky
238,The Valley,AI,18.217,-63.0578,82.54,78,40,14.97,scattered clouds
239,Anchorage,US,61.2181,-149.9003,75.58,44,1,6.91,clear sky
240,Mokhsogollokh,RU,61.4681,128.9203,65.97,43,100,8.55,overcast clouds
241,Nawabshah,PK,26.2483,68.4096,82.36,78,0,11.5,haze
242,Paka,MY,4.6374,103.4368,73.33,100,20,0.0,few clouds
243,Sistranda,NO,63.7256,8.834,46.9,65,69,7.81,light rain
244,Hualmay,PE,-11.0964,-77.6139,66.0,84,16,10.09,few clouds
245,Santa Cruz,BO,-17.8,-63.1667,71.65,64,40,10.36,scattered clouds
246,Goroka,PG,-6.0834,145.3873,72.75,60,90,2.55,overcast clouds
247,Kanigoro,ID,-8.13,112.219,75.31,88,20,2.55,few clouds
248,Saint-Pierre,RE,-21.3393,55.4781,67.68,91,90,4.61,light rain
249,Lorengau,PG,-2.0226,147.2712,82.67,79,21,10.07,few clouds
250,Geraldton,AU,-28.7667,114.6,52.21,93,75,6.91,broken clouds
251,Camana,PE,-16.6228,-72.7111,63.64,85,38,6.4,scattered clouds
252,Anloga,GH,5.7947,0.8973,82.62,81,18,15.82,light rain
253,San Policarpo,PH,12.1791,125.5072,82.94,78,73,6.67,broken clouds
254,Abnub,EG,27.2696,31.1511,77.22,36,0,12.91,clear sky
255,Linqiong,CN,30.4159,103.4609,80.78,86,100,1.1,overcast clouds
256,Marsh Harbour,BS,26.5412,-77.0636,81.73,79,100,15.19,overcast clouds
257,Novoseleznevo,RU,55.6821,69.2056,61.45,94,100,6.98,overcast clouds
258,El Campo,US,29.1966,-96.2697,90.9,80,57,5.26,broken clouds
259,Tigil,RU,57.8,158.6667,60.85,40,98,16.62,overcast clouds
260,Padilla,CO,3.2204,-76.3139,76.57,93,47,3.49,scattered clouds
261,Cartagena,CO,10.3997,-75.5144,83.82,79,40,6.91,scattered clouds
262,Chitungwiza,ZW,-18.0127,31.0756,49.44,68,1,7.81,clear sky
263,Qaanaaq,GL,77.484,-69.3632,36.63,80,100,1.25,overcast clouds
264,Mount Gambier,AU,-37.8333,140.7667,49.91,93,92,10.36,overcast clouds
265,Osakarovka,KZ,50.565,72.5692,61.43,44,1,3.33,clear sky
266,Gambela,ET,8.25,34.5833,71.6,73,81,1.66,broken clouds
267,Souillac,MU,-20.5167,57.5167,69.37,94,40,4.61,light rain
268,Rorvik,NO,64.8621,11.2373,46.92,62,96,15.14,overcast clouds
269,Caramay,PH,10.1815,119.236,84.29,75,27,6.13,scattered clouds
270,Boyolangu,ID,-8.1181,111.8935,77.25,87,42,0.87,scattered clouds
271,Vaitape,PF,-16.5167,-151.75,80.62,76,26,20.67,light rain
272,Kottagudem,IN,17.55,80.6333,77.92,82,100,8.1,overcast clouds
273,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,92,71,5.19,broken clouds
274,Barinas,VE,8.6226,-70.2075,76.24,83,68,3.49,broken clouds
275,Moose Factory,CA,51.2585,-80.6094,55.4,50,1,12.66,clear sky
276,Marystown,CA,47.1666,-55.1483,50.86,100,69,13.02,broken clouds
277,Udachnyy,RU,66.4167,112.4,62.64,53,95,6.26,overcast clouds
278,Lebyazhye,RU,55.2689,66.4947,64.67,85,99,5.28,light rain
279,Airai,TL,-8.9266,125.4092,63.66,75,33,2.98,scattered clouds
280,Sisimiut,GL,66.9395,-53.6735,36.63,92,100,7.65,overcast clouds
281,Along,IN,28.1667,94.7667,75.74,98,94,0.27,overcast clouds
282,Cidreira,BR,-30.1811,-50.2056,56.89,71,100,13.42,overcast clouds
283,Dalbandin,PK,28.8947,64.4101,79.34,11,0,6.33,clear sky
284,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.61,68,29,6.02,scattered clouds
285,Matara,LK,5.9485,80.5353,78.01,89,67,11.3,broken clouds
